"Date - Intl. format or prompt","Text","Link(s) - Separated by comma for FB carousels","Media URL(s) - Separated by comma","Title - For the video, pin, PDF ..","Label(s) - Separated by comma","Alt text(s) - Separated by ||","Comment(s) - Separated by ||","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google","Reminder - For stories, reels, shorts, and TikToks"
"2026-07-23 08:30","Scroll.

La regola del primo scroll.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/4-gio-23-08-morning-scroll/out/morning.png","","","","","","","",""
"2026-07-23 19:30","La regola del primo scroll è la più dura del mestiere. Sopra la piega — il primo viewport che il visitatore vede senza scorrere — devono diventare chiare 3 cose in 6 secondi.

Chi sei. Cosa fai. Perché contattarti.

Non devono essere tutte e 3 simultaneamente in vista come 3 cartelli paralleli. Devono emergere come 3 risposte da una lettura veloce. La frase principale risponde a ""cosa fai"", il sotto-titolo a ""chi sei"", il pulsante o la frase di chiusura a ""perché contattarti"".

6 secondi è il tempo medio prima del primo scroll, o del primo abbandono. Sotto i 6 secondi, il visitatore decide se andare avanti. Se in quei 6 secondi le 3 cose non sono diventate chiare, lo scroll successivo è praticamente perso.

È matematico, non opinabile. Apri Analytics: il bounce rate sotto i 10 secondi è quasi sempre il sintomo di un primo scroll mal progettato.

3 cose, 6 secondi. Tutto il resto della homepage serve a chi è andato avanti.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/4-gio-23-19-metodo-primo-scroll/out/metodo.png","","","","","","","",""
"2026-07-24 08:30","Tagliare.

Una homepage tolta a metà.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-08-morning-tagliare/out/morning.png","","","","","","","",""
"2026-07-24 13:00","Una homepage che aveva 14 sezioni. Ne è uscita con 6. Le conversioni sono più che raddoppiate in 90 giorni.

Il caso è didattico — replicabile su qualsiasi sito che parte dalla pretesa di completezza. Ed è il taglio più formativo che faccio in un progetto: quello che insegna al cliente che togliere costa più di aggiungere, ma paga molto meglio.

Il metodo è semplice nei passaggi, durissimo da praticare. Censimento di tutte le sezioni con dati Analytics, niente opinioni. Conto delle conversioni reali: di solito 3 sezioni portano l'80%, le altre fanno rumore. Lista delle candidate al taglio divise in 3 categorie: togliere subito, accorpare, spostare in pagine interne. Workshop col cliente di 90 minuti — una domanda per sezione: la teniamo? perché? cosa perdiamo se la togliamo?

La risposta a quest'ultima domanda è quasi sempre la stessa: niente.

La nuova homepage si scorre in 60 secondi senza fretta. Hero, 2 servizi principali, un caso studio, prove sociali, contatto. Tutto il resto vive in pagine interne più adatte.

In numeri: più 145% di conversioni, più 40% di tempo in pagina (paradosso: meno sezioni, più lette), meno 20% di bounce rate. Una pagina sola, meglio progettata.

Sottrarre è sempre la mossa più costosa. Ma quando si paga, paga il triplo.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-07.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-08.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-09.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-13-caso-studio-homepage-tolta/out/slide-10.png","","","","","","","",""
"2026-07-24 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-16-frame/out/frame.png","","","","","","","",""
"2026-07-24 19:30","5 giorni dentro il tema ""decisioni di design"". 3 cose che mi porto via.

Prima: la gerarchia decide tutto, e la decidi prima del colore. La frase del primo secondo è il documento di design più importante della homepage — più della palette, più dei font, più della struttura responsive. Si scrive su un taccuino, non in Figma.

Seconda: togliere è la mossa più costosa e quella che paga meglio. Costa di più disegnare il taglio che disegnare l'aggiunta, perché ogni cosa tolta era stata pensata da qualcuno. Ma quando si paga, paga il triplo — in conversioni, in tempo di lettura, in chiarezza.

Terza: la sezione che chiede al visitatore di fare 2 cose ne ottiene zero. È una regola dura, vera in 9 casi su 10. Una sezione, un messaggio, un invito. Tutto il resto è cosmetica — bella o brutta che sia.

5 giorni di decisioni. Settimana che chiude un piccolo arco sul ""come progettare bene"".

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/5-ven-24-19-riflessione-decisioni-design/out/riflessione.png","","","","","","","",""
"2026-07-25 08:30","Invisibile.

Sottrarre è la mossa che non si vede.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/6-sab-25-08-morning-invisibile/out/morning.png","","","","","","","",""
"2026-07-25 13:00","Settimana #10, sabato.

C'è una trappola del design di cui si parla poco. Le decisioni di addizione si vedono subito — un colore più contrastato, una sezione in più, un'animazione, un badge. Le decisioni di sottrazione no: se fatte bene, sembra solo che il sito ""respiri di più"", e quasi nessuno collega quel respiro al lavoro che ci è voluto per ottenerlo.

Per questo i siti tendono a gonfiarsi nel tempo, e quasi mai a sgonfiarsi. Aggiungere è il default — togliere è una pratica.

Sottrarre richiede coraggio davanti a qualcosa che dall'esterno apparirà come niente. È la parte del mestiere che si paga peggio e che produce di più. Si paga peggio perché un cliente che vede meno cose, naturalmente, pensa di aver pagato per meno lavoro. Produce di più perché il sito che ne esce è più chiaro, più veloce, più memorabile.

È un disallineamento strutturale tra quello che si percepisce e quello che si ottiene davvero. Si attraversa solo accettandolo, e provando a spiegarlo ogni volta.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/6-sab-25-13-mark-sottrarre-non-si-vede/out/mark.png","","","","","","","",""
"2026-07-25 19:30","Questa settimana ho salvato: Refactoring UI di Adam Wathan e Steve Schoger.

Volume principale di riferimento sulla mia scrivania, almeno fisicamente. Lo apro a caso almeno una volta a settimana, quando una decisione di design non funziona e non capisco perché. Quasi sempre la risposta è in una pagina che ho già letto e dimenticato.

Tratta tutto il ""come"" del design quotidiano: gerarchia visiva, contrasto, spaziatura, scelta dei font, decisioni di colore, layout responsive. Niente teoria astratta — solo principi applicabili la sera stessa, ognuno con un prima e un dopo molto chiari.

Scritto dai 2 autori di Tailwind CSS, è pensato per chi conosce il codice meglio delle teorie del Bauhaus. È il libro che do da leggere agli sviluppatori che stanno cominciando a fare design, e che mi salva quando un cliente mi chiede ""perché funziona meglio così"" e devo dare una risposta non vaga.

Novantanove dollari, 60 ore di lettura attiva e mille riconsultazioni.

→ refactoringui.com

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/6-sab-25-19-saved-refactoring-ui/out/saved.png","","","","","","","",""
"2026-07-26 08:30","Velocità.

Da lunedì velocità e SEO tecnico.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/7-dom-26-08-morning-velocita/out/morning.png","","","","","","","",""
"2026-07-26 13:00","Settimana #11, da lunedì.

Dopo la fase del disegno, la fase del funzionamento. Entriamo in quella che è la parte meno glamour del mestiere — e una delle più decisive.

Tema della settimana: velocità e SEO tecnico.

7 giorni dentro Core Web Vitals, immagini ottimizzate, JavaScript pesante, indicizzazione, mobile-first reale. Tutto quello che il visitatore non vede ma sente: la pagina che si carica subito, il bottone che risponde al primo tap, il sito che esiste su Google senza dover pregare l'algoritmo.

Il design senza performance è una bella stanza sigillata. La performance senza design è un magazzino bello in ordine. I siti che funzionano davvero hanno entrambi.

Si parte lunedì con 5 cose da ottimizzare prima del lancio.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/7-dom-26-13-brief-settimana-11/out/brief.png","","","","","","","",""
"2026-07-26 19:30","Domanda #9.

Pensa all'ultima cosa che hai tolto da un tuo progetto. Non una cosa scartata all'inizio — una cosa pensata, costruita, e poi rimossa con cura. Una sezione, una funzione, una feature, una voce di menù, una sponsorship.

Quanto è stato difficile decidere di togliere? Quanto ti sei sentito di ""perdere lavoro fatto""?

Spesso il vero design è proprio quel momento di disagio: scegliere di rimuovere qualcosa di funzionante per ottenere qualcosa di più chiaro. Cosa ti ha aiutato a farlo?

Rispondimi nei commenti.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-10-lug-2026/7-dom-26-19-question-cosa-tolto/out/question.png","","","","","","","",""
