"Date - Intl. format or prompt","Text","Link(s) - Separated by comma for FB carousels","Media URL(s) - Separated by comma","Title - For the video, pin, PDF ..","Label(s) - Separated by comma","Alt text(s) - Separated by ||","Comment(s) - Separated by ||","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google","Reminder - For stories, reels, shorts, and TikToks"
"2026-07-02 08:30","3.

3 domande prima di dire sì.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/4-gio-2-08-morning-tre/out/morning.png","","","","","","","",""
"2026-07-02 19:30","Prima di dire sì a un progetto faccio 3 domande. Le faccio in call, condividendo lo schermo perché mi sembra serio.

Prima: perché ora. Cerco la ragione concreta dietro la richiesta. Se la risposta è ""perché era ora"", è un sintomo da approfondire. Se la risposta è ""perché abbiamo finito le mail dal sito vecchio e i lead non arrivano più"", abbiamo una ragione.

Seconda: chi parla a chi. Il sito non è per tutti — è per qualcuno preciso, in un momento preciso, con un problema preciso. Se il cliente non sa rispondere, ce lo costruisco con lui durante la discovery. Se non vuole costruirlo, non se ne fa niente.

Terza: cosa rimane se togliamo il sito. È la domanda che fa più paura. Se rimane un'azienda solida, il sito è uno strumento — possiamo lavorarci. Se senza sito non rimane niente, prima si lavora a quello che dovrebbe esserci sotto.

Trenta minuti, 3 risposte. Funziona meglio di qualsiasi brief scritto.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/4-gio-2-19-metodo-tre-domande/out/metodo.png","","","","","","","",""
"2026-07-03 08:30","Rifiuto.

Il caso più formativo è quello che ho rifiutato.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-08-morning-rifiuto/out/morning.png","","","","","","","",""
"2026-07-03 13:00","Il no più importante della settimana scorsa l'ho detto 4 giorni dopo la richiesta. Non subito — perché il no detto subito è quasi sempre un no per stanchezza, non per scelta.

L'ho costruito così. 4 segnali nella prima mail mi hanno fatto frenare: prezzo prima del brief, deadline scollegata da una ragione, riferimenti solo ai competitor, niente apertura alla discovery. Ho fissato una call gratuita di 30 minuti — 4 domande secche per capire perché ora, chi parla a chi, cosa rimane se togliamo il sito, chi decide. Ho lasciato passare 24 ore. Poi ho scritto.

La mail era in 3 paragrafi: cosa avevo capito del progetto, perché non ero io, 2 nomi di persone che lo fanno meglio di me. Il no senza redirizione è una porta chiusa. Il no con redirizione è una porta aperta su un altro corridoio.

Il cliente ha ringraziato. 3 giorni dopo è arrivata una richiesta più allineata. Non è magia — è statistica del calendario. Lo spazio creato chiama spazio simile.

Dico no a 4 richieste su 10. Mai pentito di uno solo.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-07.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-08.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-09.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-13-caso-studio-quando-ho-detto-no/out/slide-10.png","","","","","","","",""
"2026-07-03 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-16-frame/out/frame.png","","","","","","","",""
"2026-07-03 19:30","5 giorni dentro il tema ""scegliere chi non sei"". 3 cose che mi porto via.

Prima: il no più costoso è quello che non dici. Trascinarsi in un progetto sbagliato per non deludere qualcuno costa 2-3 volte il prezzo di un no chiaro detto il primo giorno. Lo so perché mi è capitato — più di una volta. Adesso non lo faccio più.

Seconda: dire no ti compra il tempo per il sì giusto. Non è retorica del calendario. È matematica. Ogni progetto che dico no apre una finestra di 2-3 settimane di disponibilità — e statisticamente la riempie un'altra richiesta più allineata. Lo spazio chiama spazio simile.

Terza, la più importante: i clienti rispettano un no chiaro più di un sì titubante. Quasi sempre. Il no detto bene rafforza la relazione, anche con chi non lavorerà mai con te. Il sì incerto la indebolisce, anche con chi paga.

5 giorni, 3 cose. La nicchia non si dichiara. Si pratica rifiutando.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/5-ven-3-19-riflessione-dicendo-no/out/riflessione.png","","","","","","","",""
"2026-07-04 08:30","Confini.

I confini sono il primo design che faccio.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/6-sab-4-08-morning-confini/out/morning.png","","","","","","","",""
"2026-07-04 13:00","Settimana #7, sabato.

Per anni ho provato a disegnarmi la nicchia a tavolino. Sedute di brand, esercizi di archetipi, manifesti riscritti 3 volte. Ogni volta usciva una versione un poco diversa, mai del tutto precisa, mai del tutto vera.

Poi mi sono accorto che la nicchia esisteva già. Non l'avevo scelta — l'avevo praticata. Era depositata nei sì degli ultimi 2 anni, nei no che avevo lasciato cadere, nei clienti che tornavano per il secondo progetto. Bastava guardarli in fila per vederla.

La nicchia si pratica prima di nominarla. Quando alla fine la nomini, è già da tempo lo studio che sei.

Se vuoi conoscere la tua nicchia, non scrivere un manifesto. Apri il calendario degli ultimi 12 mesi e guardalo bene. È tutta lì.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/6-sab-4-13-mark-nicchia-ti-sceglie/out/mark.png","","","","","","","",""
"2026-07-04 19:30","Questa settimana ho salvato: Company of One di Paul Jarvis.

Lettura di mezza giornata, scritta nel 2019, ancora uno dei pochi libri seri per chi lavora da solo e non vuole diventare agenzia. Jarvis sostiene una cosa controintuitiva e potente: crescere non è l'obiettivo automatico. Restare piccoli può essere una scelta tecnica, non un ripiego.

Il libro mi ha aiutato a tenere il punto su una domanda che mi facevo spesso nei primi anni: ""dovrei prendere qualcuno?"". La risposta che mi sono dato è no, almeno per ora — non perché non potrei, ma perché ciò che rende utile Pionio sta esattamente nel rapporto diretto col cliente. Crescere significherebbe diluire quello.

Non è un libro per tutti. Se lavori solo, o stai pensando di farlo, è uno dei riferimenti di base.

→ ofone.co

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/6-sab-4-19-saved-company-of-one/out/saved.png","","","","","","","",""
"2026-07-05 08:30","Contatto.

Da lunedì come comincia un progetto Pionio.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/7-dom-5-08-morning-contatto/out/morning.png","","","","","","","",""
"2026-07-05 13:00","Settimana #8, da lunedì.

Dopo aver parlato di chi non sono, parliamo di come comincia un progetto Pionio. Il primo contatto del cliente — la mail che mi scrive, la call che facciamo, i primi 7 giorni di lavoro.

Tema della settimana: il primo contatto.

Ho un'idea precisa di come dovrebbe cominciare un progetto, e una serie di gesti molto pratici che faccio nelle prime 2 settimane. La maggior parte di quello che mostro è ripetibile da chiunque lavori col cliente — non solo dai designer.

Si parte lunedì con 5 cose nella prima mail che mi dicono se è un cliente Pionio o no.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/7-dom-5-13-brief-settimana-8/out/brief.png","","","","","","","",""
"2026-07-05 19:30","Domanda #6.

Pensa a una richiesta concreta dell'ultimo mese che hai rifiutato. Lavoro, opportunità, cliente, progetto laterale. Qualcosa di abbastanza preciso da poterlo raccontare in 3 righe.

I no descrivono chi siamo meglio dei sì. Un sì lo si dice spesso per inerzia, per fiducia, per opportunità del momento. Un no quasi sempre ha una ragione esplicita — e quella ragione, di solito, è il proprio mestiere mascherato da scelta.

Qual è il tuo? Rispondimi nei commenti.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@ecf8e441d7c728652a26c5316650c98f0b48922f/instagram/content/settimana-07-giu-2026/7-dom-5-19-question-ultimo-no/out/question.png","","","","","","","",""
